case_id,fault_terminal,current_level,current_profile,service_years,ambient_temp,vent_state,door_state,seed,severity,supply_mode,circuit_id,Stage_1_5_Time_s,Stage_2_Time_s,Stage_3_Time_s,Peak_Fire_HRR,Peak_Arc_Power,Aging_Ea_kJ_per_mol,Aging_Ignition_Temp_Rise_C,Aging_Combustion_Rate_Multiplier,Fault_Burnable_Mass_at_Stage3_g,Arc_Without_Sustained_Fire,Secondary_Ignited_Count,Secondary_Ignited_Nodes,Secondary_Ignition_Causes,Top_Risk_Neighbor,Max_Neighbor_T,Max_Neighbor_C,Diagnostic_Issues,Runner_QC_Issues,status,n_rows,n_nodes,edge_feat_shape,source_case_id
CASE_00003,KM1_DC,2.0,constant,0.0,26.0,normal,closed,3002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.04,9.065,,,success,45001,37,37x37x4,
CASE_00002,KM1_DC,2.0,constant,0.0,26.0,normal,closed,2001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.04,8.96,,,success,45001,37,37x37x4,
CASE_00004,KM1_DC,2.0,constant,0.0,26.0,reduced,closed,4000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.04,8.258,,,success,45001,37,37x37x4,
CASE_00006,KM1_DC,2.0,constant,0.0,26.0,reduced,closed,6002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.04,8.248,,,success,45001,37,37x37x4,
CASE_00008,KM1_DC,2.0,constant,0.0,26.0,forced,closed,8001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.04,8.087,,,success,45001,37,37x37x4,
CASE_00007,KM1_DC,2.0,constant,0.0,26.0,forced,closed,7000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.04,8.06,,,success,45001,37,37x37x4,
CASE_00001,KM1_DC,2.0,constant,0.0,26.0,normal,closed,1000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.04,7.834,,,success,45001,37,37x37x4,
CASE_00005,KM1_DC,2.0,constant,0.0,26.0,reduced,closed,5001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.04,8.197,,,success,45001,37,37x37x4,
CASE_00009,KM1_DC,2.0,constant,0.0,26.0,forced,closed,9002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.04,8.398,,,success,45001,37,37x37x4,
CASE_00010,KM1_DC,2.0,constant,0.0,26.0,off,closed,10000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.04,8.761,,,success,45001,37,37x37x4,
CASE_00012,KM1_DC,2.0,constant,0.0,26.0,off,closed,12002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.04,8.666,,,success,45001,37,37x37x4,
CASE_00013,KM1_DC,2.0,constant,5.0,26.0,normal,closed,13000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,26.24,7.532,,,success,45001,37,37x37x4,
CASE_00011,KM1_DC,2.0,constant,0.0,26.0,off,closed,11001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.04,8.549,,,success,45001,37,37x37x4,
CASE_00014,KM1_DC,2.0,constant,5.0,26.0,normal,closed,14001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,26.24,9.687,,,success,45001,37,37x37x4,
CASE_00015,KM1_DC,2.0,constant,5.0,26.0,normal,closed,15002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,26.24,8.406,,,success,45001,37,37x37x4,
CASE_00016,KM1_DC,2.0,constant,5.0,26.0,reduced,closed,16000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,26.24,7.53,,,success,45001,37,37x37x4,
CASE_00017,KM1_DC,2.0,constant,5.0,26.0,reduced,closed,17001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,26.24,8.746,,,success,45001,37,37x37x4,
CASE_00019,KM1_DC,2.0,constant,5.0,26.0,forced,closed,19000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,26.24,7.607,,,success,45001,37,37x37x4,
CASE_00020,KM1_DC,2.0,constant,5.0,26.0,forced,closed,20001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,26.24,8.123,,,success,45001,37,37x37x4,
CASE_00018,KM1_DC,2.0,constant,5.0,26.0,reduced,closed,18002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,26.24,8.907,,,success,45001,37,37x37x4,
CASE_00021,KM1_DC,2.0,constant,5.0,26.0,forced,closed,21002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,26.24,8.674,,,success,45001,37,37x37x4,
CASE_00022,KM1_DC,2.0,constant,5.0,26.0,off,closed,22000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,26.24,9.015,,,success,45001,37,37x37x4,
CASE_00023,KM1_DC,2.0,constant,5.0,26.0,off,closed,23001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,26.24,7.951,,,success,45001,37,37x37x4,
CASE_00024,KM1_DC,2.0,constant,5.0,26.0,off,closed,24002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,26.24,9.05,,,success,45001,37,37x37x4,
CASE_00025,KM1_DC,2.0,constant,10.0,26.0,normal,closed,25000,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,26.4,7.92,,,success,45001,37,37x37x4,
CASE_00026,KM1_DC,2.0,constant,10.0,26.0,normal,closed,26001,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,26.4,8.7,,,success,45001,37,37x37x4,
CASE_00027,KM1_DC,2.0,constant,10.0,26.0,normal,closed,27002,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,26.4,8.495,,,success,45001,37,37x37x4,
CASE_00028,KM1_DC,2.0,constant,10.0,26.0,reduced,closed,28000,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,26.4,8.017,,,success,45001,37,37x37x4,
CASE_00029,KM1_DC,2.0,constant,10.0,26.0,reduced,closed,29001,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,26.4,8.042,,,success,45001,37,37x37x4,
CASE_00030,KM1_DC,2.0,constant,10.0,26.0,reduced,closed,30002,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,26.4,7.813,,,success,45001,37,37x37x4,
CASE_00032,KM1_DC,2.0,constant,10.0,26.0,forced,closed,32001,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,26.39,7.592,,,success,45001,37,37x37x4,
CASE_00031,KM1_DC,2.0,constant,10.0,26.0,forced,closed,31000,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,26.39,7.743,,,success,45001,37,37x37x4,
CASE_00033,KM1_DC,2.0,constant,10.0,26.0,forced,closed,33002,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,26.39,8.988,,,success,45001,37,37x37x4,
CASE_00035,KM1_DC,2.0,constant,10.0,26.0,off,closed,35001,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,26.4,7.761,,,success,45001,37,37x37x4,
CASE_00034,KM1_DC,2.0,constant,10.0,26.0,off,closed,34000,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,26.4,8.064,,,success,45001,37,37x37x4,
CASE_00037,KM1_DC,2.0,constant,20.0,26.0,normal,closed,37000,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,26.52,8.08,,,success,45001,37,37x37x4,
CASE_00036,KM1_DC,2.0,constant,10.0,26.0,off,closed,36002,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,26.4,8.625,,,success,45001,37,37x37x4,
CASE_00038,KM1_DC,2.0,constant,20.0,26.0,normal,closed,38001,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,26.52,8.294,,,success,45001,37,37x37x4,
CASE_00039,KM1_DC,2.0,constant,20.0,26.0,normal,closed,39002,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,26.52,7.956,,,success,45001,37,37x37x4,
CASE_00040,KM1_DC,2.0,constant,20.0,26.0,reduced,closed,40000,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,26.52,8.066,,,success,45001,37,37x37x4,
CASE_00042,KM1_DC,2.0,constant,20.0,26.0,reduced,closed,42002,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,26.52,8.035,,,success,45001,37,37x37x4,
CASE_00041,KM1_DC,2.0,constant,20.0,26.0,reduced,closed,41001,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,26.52,8.084,,,success,45001,37,37x37x4,
CASE_00043,KM1_DC,2.0,constant,20.0,26.0,forced,closed,43000,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,26.52,8.77,,,success,45001,37,37x37x4,
CASE_00044,KM1_DC,2.0,constant,20.0,26.0,forced,closed,44001,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,26.52,8.246,,,success,45001,37,37x37x4,
CASE_00045,KM1_DC,2.0,constant,20.0,26.0,forced,closed,45002,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,26.52,7.954,,,success,45001,37,37x37x4,
CASE_00048,KM1_DC,2.0,constant,20.0,26.0,off,closed,48002,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,26.52,9.236,,,success,45001,37,37x37x4,
CASE_00046,KM1_DC,2.0,constant,20.0,26.0,off,closed,46000,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,26.52,9.0,,,success,45001,37,37x37x4,
CASE_00047,KM1_DC,2.0,constant,20.0,26.0,off,closed,47001,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,26.52,8.153,,,success,45001,37,37x37x4,
CASE_00049,KM1_DC,2.0,constant,30.0,26.0,normal,closed,49000,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,26.56,8.512,,,success,45001,37,37x37x4,
CASE_00052,KM1_DC,2.0,constant,30.0,26.0,reduced,closed,52000,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,26.56,8.043,,,success,45001,37,37x37x4,
CASE_00051,KM1_DC,2.0,constant,30.0,26.0,normal,closed,51002,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,26.56,8.481,,,success,45001,37,37x37x4,
CASE_00050,KM1_DC,2.0,constant,30.0,26.0,normal,closed,50001,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,26.56,8.246,,,success,45001,37,37x37x4,
CASE_00054,KM1_DC,2.0,constant,30.0,26.0,reduced,closed,54002,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,26.56,7.955,,,success,45001,37,37x37x4,
CASE_00055,KM1_DC,2.0,constant,30.0,26.0,forced,closed,55000,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,26.56,8.261,,,success,45001,37,37x37x4,
CASE_00053,KM1_DC,2.0,constant,30.0,26.0,reduced,closed,53001,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,26.56,8.214,,,success,45001,37,37x37x4,
CASE_00056,KM1_DC,2.0,constant,30.0,26.0,forced,closed,56001,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,26.56,8.485,,,success,45001,37,37x37x4,
CASE_00057,KM1_DC,2.0,constant,30.0,26.0,forced,closed,57002,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,26.56,7.624,,,success,45001,37,37x37x4,
CASE_00058,KM1_DC,2.0,constant,30.0,26.0,off,closed,58000,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,26.56,8.385,,,success,45001,37,37x37x4,
CASE_00059,KM1_DC,2.0,constant,30.0,26.0,off,closed,59001,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,26.56,8.273,,,success,45001,37,37x37x4,
CASE_00060,KM1_DC,2.0,constant,30.0,26.0,off,closed,60002,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,26.56,8.029,,,success,45001,37,37x37x4,
CASE_00062,KM1_DC,5.0,constant,0.0,26.0,normal,closed,62001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.26,8.16,,,success,45001,37,37x37x4,
CASE_00063,KM1_DC,5.0,constant,0.0,26.0,normal,closed,63002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.26,8.726,,,success,45001,37,37x37x4,
CASE_00061,KM1_DC,5.0,constant,0.0,26.0,normal,closed,61000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.26,9.006,,,success,45001,37,37x37x4,
CASE_00064,KM1_DC,5.0,constant,0.0,26.0,reduced,closed,64000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.26,8.209,,,success,45001,37,37x37x4,
CASE_00065,KM1_DC,5.0,constant,0.0,26.0,reduced,closed,65001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.26,8.034,,,success,45001,37,37x37x4,
CASE_00066,KM1_DC,5.0,constant,0.0,26.0,reduced,closed,66002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.26,8.437,,,success,45001,37,37x37x4,
CASE_00067,KM1_DC,5.0,constant,0.0,26.0,forced,closed,67000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.26,8.069,,,success,45001,37,37x37x4,
CASE_00068,KM1_DC,5.0,constant,0.0,26.0,forced,closed,68001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.26,8.284,,,success,45001,37,37x37x4,
CASE_00069,KM1_DC,5.0,constant,0.0,26.0,forced,closed,69002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.26,8.641,,,success,45001,37,37x37x4,
CASE_00070,KM1_DC,5.0,constant,0.0,26.0,off,closed,70000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.26,8.439,,,success,45001,37,37x37x4,
CASE_00072,KM1_DC,5.0,constant,0.0,26.0,off,closed,72002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.26,9.418,,,success,45001,37,37x37x4,
CASE_00071,KM1_DC,5.0,constant,0.0,26.0,off,closed,71001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.0,0.0,1.0,,False,0,,,KM1_AC,26.26,7.837,,,success,45001,37,37x37x4,
CASE_00073,KM1_DC,5.0,constant,5.0,26.0,normal,closed,73000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,27.55,8.849,,,success,45001,37,37x37x4,
CASE_00074,KM1_DC,5.0,constant,5.0,26.0,normal,closed,74001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,27.55,8.378,,,success,45001,37,37x37x4,
CASE_00075,KM1_DC,5.0,constant,5.0,26.0,normal,closed,75002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,27.55,8.321,,,success,45001,37,37x37x4,
CASE_00077,KM1_DC,5.0,constant,5.0,26.0,reduced,closed,77001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,27.55,7.921,,,success,45001,37,37x37x4,
CASE_00076,KM1_DC,5.0,constant,5.0,26.0,reduced,closed,76000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,27.55,8.363,,,success,45001,37,37x37x4,
CASE_00079,KM1_DC,5.0,constant,5.0,26.0,forced,closed,79000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,27.54,8.554,,,success,45001,37,37x37x4,
CASE_00078,KM1_DC,5.0,constant,5.0,26.0,reduced,closed,78002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,27.55,9.183,,,success,45001,37,37x37x4,
CASE_00080,KM1_DC,5.0,constant,5.0,26.0,forced,closed,80001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,27.54,8.99,,,success,45001,37,37x37x4,
CASE_00081,KM1_DC,5.0,constant,5.0,26.0,forced,closed,81002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,27.54,8.789,,,success,45001,37,37x37x4,
CASE_00082,KM1_DC,5.0,constant,5.0,26.0,off,closed,82000,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,27.55,8.034,,,success,45001,37,37x37x4,
CASE_00083,KM1_DC,5.0,constant,5.0,26.0,off,closed,83001,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,27.55,8.691,,,success,45001,37,37x37x4,
CASE_00084,KM1_DC,5.0,constant,5.0,26.0,off,closed,84002,0.75,DC,DC_LOOP,,,,0.0,0.0,135.59,2.046,0.9801,,False,0,,,KM1_DC_OUT,27.55,7.836,,,success,45001,37,37x37x4,
CASE_00085,KM1_DC,5.0,constant,10.0,26.0,normal,closed,85000,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,28.47,8.437,,,success,45001,37,37x37x4,
CASE_00086,KM1_DC,5.0,constant,10.0,26.0,normal,closed,86001,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,28.47,8.103,,,success,45001,37,37x37x4,
CASE_00087,KM1_DC,5.0,constant,10.0,26.0,normal,closed,87002,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,28.47,8.489,,,success,45001,37,37x37x4,
CASE_00088,KM1_DC,5.0,constant,10.0,26.0,reduced,closed,88000,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,28.47,8.263,,,success,45001,37,37x37x4,
CASE_00089,KM1_DC,5.0,constant,10.0,26.0,reduced,closed,89001,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,28.47,8.056,,,success,45001,37,37x37x4,
CASE_00090,KM1_DC,5.0,constant,10.0,26.0,reduced,closed,90002,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,28.47,8.055,,,success,45001,37,37x37x4,
CASE_00091,KM1_DC,5.0,constant,10.0,26.0,forced,closed,91000,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,28.47,8.994,,,success,45001,37,37x37x4,
CASE_00092,KM1_DC,5.0,constant,10.0,26.0,forced,closed,92001,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,28.47,8.144,,,success,45001,37,37x37x4,
CASE_00093,KM1_DC,5.0,constant,10.0,26.0,forced,closed,93002,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,28.47,8.088,,,success,45001,37,37x37x4,
CASE_00094,KM1_DC,5.0,constant,10.0,26.0,off,closed,94000,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,28.48,8.232,,,success,45001,37,37x37x4,
CASE_00095,KM1_DC,5.0,constant,10.0,26.0,off,closed,95001,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,28.48,8.738,,,success,45001,37,37x37x4,
CASE_00096,KM1_DC,5.0,constant,10.0,26.0,off,closed,96002,0.75,DC,DC_LOOP,,,,0.0,0.0,136.43,4.806,0.9516,,False,0,,,KM1_DC_OUT,28.48,8.465,,,success,45001,37,37x37x4,
CASE_00097,KM1_DC,5.0,constant,20.0,26.0,normal,closed,97000,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,29.17,8.505,,,success,45001,37,37x37x4,
CASE_00098,KM1_DC,5.0,constant,20.0,26.0,normal,closed,98001,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,29.17,8.601,,,success,45001,37,37x37x4,
CASE_00099,KM1_DC,5.0,constant,20.0,26.0,normal,closed,99002,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,29.17,8.402,,,success,45001,37,37x37x4,
CASE_00100,KM1_DC,5.0,constant,20.0,26.0,reduced,closed,100000,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,29.18,8.529,,,success,45001,37,37x37x4,
CASE_00102,KM1_DC,5.0,constant,20.0,26.0,reduced,closed,102002,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,29.18,9.385,,,success,45001,37,37x37x4,
CASE_00101,KM1_DC,5.0,constant,20.0,26.0,reduced,closed,101001,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,29.18,7.779,,,success,45001,37,37x37x4,
CASE_00103,KM1_DC,5.0,constant,20.0,26.0,forced,closed,103000,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,29.17,8.439,,,success,45001,37,37x37x4,
CASE_00104,KM1_DC,5.0,constant,20.0,26.0,forced,closed,104001,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,29.17,8.018,,,success,45001,37,37x37x4,
CASE_00105,KM1_DC,5.0,constant,20.0,26.0,forced,closed,105002,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,29.17,8.293,,,success,45001,37,37x37x4,
CASE_00106,KM1_DC,5.0,constant,20.0,26.0,off,closed,106000,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,29.18,9.494,,,success,45001,37,37x37x4,
CASE_00107,KM1_DC,5.0,constant,20.0,26.0,off,closed,107001,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,29.18,8.174,,,success,45001,37,37x37x4,
CASE_00108,KM1_DC,5.0,constant,20.0,26.0,off,closed,108002,0.75,DC,DC_LOOP,,,,0.0,0.0,138.06,10.08,0.8962,,False,0,,,KM1_DC_OUT,29.18,8.472,,,success,45001,37,37x37x4,
CASE_00109,KM1_DC,5.0,constant,30.0,26.0,normal,closed,109000,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,29.43,8.129,,,success,45001,37,37x37x4,
CASE_00111,KM1_DC,5.0,constant,30.0,26.0,normal,closed,111002,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,29.43,7.738,,,success,45001,37,37x37x4,
CASE_00110,KM1_DC,5.0,constant,30.0,26.0,normal,closed,110001,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,29.43,8.136,,,success,45001,37,37x37x4,
CASE_00112,KM1_DC,5.0,constant,30.0,26.0,reduced,closed,112000,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,29.43,7.793,,,success,45001,37,37x37x4,
CASE_00113,KM1_DC,5.0,constant,30.0,26.0,reduced,closed,113001,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,29.43,8.295,,,success,45001,37,37x37x4,
CASE_00115,KM1_DC,5.0,constant,30.0,26.0,forced,closed,115000,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,29.42,9.184,,,success,45001,37,37x37x4,
CASE_00114,KM1_DC,5.0,constant,30.0,26.0,reduced,closed,114002,0.75,DC,DC_LOOP,,,,0.0,0.0,139.28,14.035,0.855,,False,0,,,KM1_DC_OUT,29.43,8.153,,,success,45001,37,37x37x4,
